gene_symbol	n_ensembl_ids	retained_gene_id	selection_reason	all_ensembl_ids
PRAMEF4	2	ENSG00000243073	MANE Select canonical	ENSG00000243073; ENSG00000282584
PRAMEF5	4	ENSG00000270601	MANE Select canonical	ENSG00000270601; ENSG00000276420; ENSG00000282424; ENSG00000283150
PRAMEF6	2	ENSG00000232423	MANE Select canonical	ENSG00000232423; ENSG00000282119
PRAMEF7	2	ENSG00000204510	MANE Select canonical	ENSG00000204510; ENSG00000279195
PRAMEF8	4	ENSG00000182330	MANE Select canonical	ENSG00000182330; ENSG00000278021; ENSG00000282583; ENSG00000283387
PRAMEF9	4	ENSG00000204505	MANE Select canonical	ENSG00000204505; ENSG00000281573; ENSG00000282298; ENSG00000283139
PRB1	3	ENSG00000251655	gnomAD-recognized or lowest Ensembl ID	ENSG00000251655; ENSG00000275517; ENSG00000282673
PRB3	2	ENSG00000197870	MANE Select canonical	ENSG00000197870; ENSG00000275624
PRB4	2	ENSG00000230657	MANE Select canonical	ENSG00000230657; ENSG00000274839
PRDM9	2	ENSG00000164256	MANE Select canonical	ENSG00000164256; ENSG00000292167
PRH1	2	ENSG00000231887	MANE Select canonical	ENSG00000231887; ENSG00000277823
PRH2	3	ENSG00000134551	MANE Select canonical	ENSG00000134551; ENSG00000272803; ENSG00000275679
PRIMA1	2	ENSG00000175785	MANE Select canonical	ENSG00000175785; ENSG00000274089
PRKACA	2	ENSG00000072062	MANE Select canonical	ENSG00000072062; ENSG00000288516
PROM2	2	ENSG00000155066	MANE Select canonical	ENSG00000155066; ENSG00000292084
PROP1	3	ENSG00000175325	MANE Select canonical	ENSG00000175325; ENSG00000274382; ENSG00000280635
PRPF31	10	ENSG00000105618	MANE Select canonical	ENSG00000105618; ENSG00000274144; ENSG00000274651; ENSG00000274894; ENSG00000275117; ENSG00000275885; ENSG00000276421; ENSG00000277154; ENSG00000277707; ENSG00000277953
PRPF8	2	ENSG00000174231	MANE Select canonical	ENSG00000174231; ENSG00000274442
PRR23D1	3	ENSG00000255251	MANE Select canonical	ENSG00000255251; ENSG00000274540; ENSG00000284870
PRR23D2	2	ENSG00000255378	MANE Select canonical	ENSG00000255378; ENSG00000292388
PRR27	2	ENSG00000187533	MANE Select canonical	ENSG00000187533; ENSG00000282868
PRR3	7	ENSG00000204576	MANE Select canonical	ENSG00000204576; ENSG00000206491; ENSG00000223766; ENSG00000223887; ENSG00000228186; ENSG00000229202; ENSG00000233564
PRR33	2	ENSG00000283787	MANE Select canonical	ENSG00000283787; ENSG00000288160
PRR4	3	ENSG00000111215	MANE Select canonical	ENSG00000111215; ENSG00000263247; ENSG00000282269
PRRC2A	7	ENSG00000204469	MANE Select canonical	ENSG00000204469; ENSG00000206427; ENSG00000225164; ENSG00000225748; ENSG00000226618; ENSG00000231370; ENSG00000231825
PRRT1	8	ENSG00000204314	MANE Select canonical	ENSG00000204314; ENSG00000206331; ENSG00000225141; ENSG00000227122; ENSG00000229071; ENSG00000229488; ENSG00000235956; ENSG00000238056
PRSS1	2	ENSG00000204983	MANE Select canonical	ENSG00000204983; ENSG00000274247
PRSS2	2	ENSG00000275896	MANE Select canonical	ENSG00000275896; ENSG00000282049
PRSS22	2	ENSG00000005001	MANE Select canonical	ENSG00000005001; ENSG00000282937
PRSS48	2	ENSG00000189099	MANE Select canonical	ENSG00000189099; ENSG00000292166
PRSS51	2	ENSG00000253649	gnomAD-recognized or lowest Ensembl ID	ENSG00000253649; ENSG00000292298
PRSS55	2	ENSG00000184647	MANE Select canonical	ENSG00000184647; ENSG00000285141
PRSS58	2	ENSG00000258223	MANE Select canonical	ENSG00000258223; ENSG00000276785
PRTN3	2	ENSG00000196415	MANE Select canonical	ENSG00000196415; ENSG00000277804
PRXL2B	2	ENSG00000157870	MANE Select canonical	ENSG00000157870; ENSG00000275125
PSMB1	2	ENSG00000008018	MANE Select canonical	ENSG00000008018; ENSG00000281184
PSMB3	2	ENSG00000277791	MANE Select canonical	ENSG00000275903; ENSG00000277791
PSMB8	8	ENSG00000204264	MANE Select canonical	ENSG00000204264; ENSG00000206298; ENSG00000226201; ENSG00000230034; ENSG00000230669; ENSG00000231631; ENSG00000235715; ENSG00000236443
PSMB9	8	ENSG00000240065	MANE Select canonical	ENSG00000239836; ENSG00000240065; ENSG00000240118; ENSG00000240508; ENSG00000242711; ENSG00000243067; ENSG00000243594; ENSG00000243958
PSMC4	2	ENSG00000013275	MANE Select canonical	ENSG00000013275; ENSG00000281221
PSME1	2	ENSG00000092010	MANE Select canonical	ENSG00000092010; ENSG00000284916
PSME2	2	ENSG00000100911	MANE Select canonical	ENSG00000100911; ENSG00000284889
PSORS1C1	6	ENSG00000204540	MANE Select canonical	ENSG00000204540; ENSG00000206458; ENSG00000231094; ENSG00000233439; ENSG00000233734; ENSG00000235487
PSORS1C2	6	ENSG00000204538	MANE Select canonical	ENSG00000204538; ENSG00000206459; ENSG00000224544; ENSG00000227246; ENSG00000232127; ENSG00000234605
PTCHD3	2	ENSG00000182077	gnomAD-recognized or lowest Ensembl ID	ENSG00000182077; ENSG00000276595
PTDSS2	2	ENSG00000174915	MANE Select canonical	ENSG00000174915; ENSG00000282367
PTEN	2	ENSG00000171862	MANE Select canonical	ENSG00000171862; ENSG00000284792
PTP4A3	3	ENSG00000184489	MANE Select canonical	ENSG00000184489; ENSG00000275575; ENSG00000291470
PTPRC	2	ENSG00000081237	MANE Select canonical	ENSG00000081237; ENSG00000262418
PTPRK	2	ENSG00000152894	MANE Select canonical	ENSG00000152894; ENSG00000273993
PTPRN2	2	ENSG00000155093	MANE Select canonical	ENSG00000155093; ENSG00000282185
PVALB	2	ENSG00000100362	MANE Select canonical	ENSG00000100362; ENSG00000274665
PYCR3	2	ENSG00000104524	MANE Select canonical	ENSG00000104524; ENSG00000276657
QTGAL	2			ENSG00000175711; ENSG00000277033
RAB11FIP3	2	ENSG00000090565	MANE Select canonical	ENSG00000090565; ENSG00000275338
RAB6C	2	ENSG00000222014	MANE Select canonical	ENSG00000222014; ENSG00000292140
RABGGTA	2	ENSG00000100949	MANE Select canonical	ENSG00000100949; ENSG00000285193
RAD17	2	ENSG00000152942	MANE Select canonical	ENSG00000152942; ENSG00000276618
RASA3	2	ENSG00000185989	MANE Select canonical	ENSG00000185989; ENSG00000280477
RASSF7	2	ENSG00000099849	MANE Select canonical	ENSG00000099849; ENSG00000273859
RBFOX2	2	ENSG00000100320	MANE Select canonical	ENSG00000100320; ENSG00000277564
RBP5	2	ENSG00000139194	MANE Select canonical	ENSG00000139194; ENSG00000288369
RCC2	2	ENSG00000179051	MANE Select canonical	ENSG00000179051; ENSG00000281540
RDH13	10	ENSG00000160439	MANE Select canonical	ENSG00000160439; ENSG00000273944; ENSG00000274418; ENSG00000274504; ENSG00000275474; ENSG00000276341; ENSG00000276684; ENSG00000276826; ENSG00000278149; ENSG00000278284
RDM1	2	ENSG00000278023	MANE Select canonical	ENSG00000276432; ENSG00000278023
REC8	2	ENSG00000100918	MANE Select canonical	ENSG00000100918; ENSG00000285007
RETSAT	2	ENSG00000042445	MANE Select canonical	ENSG00000042445; ENSG00000292155
REXO4	2	ENSG00000148300	MANE Select canonical	ENSG00000148300; ENSG00000280706
RFLNB	2	ENSG00000283979	MANE Select canonical	ENSG00000183688; ENSG00000283979
RFX1	2	ENSG00000132005	MANE Select canonical	ENSG00000132005; ENSG00000288283
RGL2	5	ENSG00000237441	MANE Select canonical	ENSG00000206282; ENSG00000224841; ENSG00000228736; ENSG00000237441; ENSG00000237825
RHOU	2	ENSG00000116574	MANE Select canonical	ENSG00000116574; ENSG00000284984
RILP	2	ENSG00000167705	MANE Select canonical	ENSG00000167705; ENSG00000274145
RING1	6	ENSG00000204227	MANE Select canonical	ENSG00000204227; ENSG00000206287; ENSG00000226788; ENSG00000228520; ENSG00000231115; ENSG00000235107
RINL	2	ENSG00000187994	MANE Select canonical	ENSG00000187994; ENSG00000282895
RIPK3	2	ENSG00000129465	MANE Select canonical	ENSG00000129465; ENSG00000285379
RLN3	2	ENSG00000171136	MANE Select canonical	ENSG00000171136; ENSG00000288474
RNASE10	2	ENSG00000182545	MANE Select canonical	ENSG00000182545; ENSG00000291813
RNF135	2	ENSG00000181481	MANE Select canonical	ENSG00000181481; ENSG00000291712
RNF139	2	ENSG00000170881	MANE Select canonical	ENSG00000170881; ENSG00000291729
RNF151	2	ENSG00000179580	MANE Select canonical	ENSG00000179580; ENSG00000291936
RNF187	2	ENSG00000168159	MANE Select canonical	ENSG00000168159; ENSG00000285426
RNF31	2	ENSG00000092098	MANE Select canonical	ENSG00000092098; ENSG00000285152
RNF39	8	ENSG00000204618	MANE Select canonical	ENSG00000204618; ENSG00000206500; ENSG00000227171; ENSG00000230332; ENSG00000230467; ENSG00000235022; ENSG00000236967; ENSG00000237733
RNF5	7	ENSG00000204308	MANE Select canonical	ENSG00000183574; ENSG00000204308; ENSG00000223767; ENSG00000225452; ENSG00000227277; ENSG00000228405; ENSG00000228907
RNH1	2	ENSG00000023191	MANE Select canonical	ENSG00000023191; ENSG00000276230
RP1L1	2	ENSG00000183638	MANE Select canonical	ENSG00000183638; ENSG00000292297
RPH3AL	3	ENSG00000181031	MANE Select canonical	ENSG00000181031; ENSG00000262334; ENSG00000282013
RPL3L	2	ENSG00000140986	MANE Select canonical	ENSG00000140986; ENSG00000291929
RPL7A	2	ENSG00000148303	MANE Select canonical	ENSG00000148303; ENSG00000280858
RPN2	2	ENSG00000118705	MANE Select canonical	ENSG00000118705; ENSG00000291973
RPP21	7	ENSG00000241370	MANE Select canonical	ENSG00000239865; ENSG00000239927; ENSG00000241370; ENSG00000241779; ENSG00000241863; ENSG00000242726; ENSG00000243009
RPS17	2	ENSG00000182774	MANE Select canonical	ENSG00000182774; ENSG00000278229
RPS18	6	ENSG00000231500	MANE Select canonical	ENSG00000096150; ENSG00000223367; ENSG00000226225; ENSG00000227794; ENSG00000231500; ENSG00000235650
RPS2	2	ENSG00000140988	MANE Select canonical	ENSG00000140988; ENSG00000291931
RPS25	2	ENSG00000118181	MANE Select canonical	ENSG00000118181; ENSG00000280831
RPS3A	2	ENSG00000145425	MANE Select canonical	ENSG00000145425; ENSG00000292158
RPS6KA1	2	ENSG00000117676	MANE Select canonical	ENSG00000117676; ENSG00000281877
RPS9	10	ENSG00000170889	MANE Select canonical	ENSG00000170889; ENSG00000274005; ENSG00000274626; ENSG00000274646; ENSG00000274950; ENSG00000275323; ENSG00000277079; ENSG00000277359; ENSG00000278081; ENSG00000278270
RRN3	2	ENSG00000085721	MANE Select canonical	ENSG00000085721; ENSG00000278494
RTP1	2	ENSG00000175077	MANE Select canonical	ENSG00000175077; ENSG00000291554
RTP4	2	ENSG00000136514	MANE Select canonical	ENSG00000136514; ENSG00000291555
RTP5	2	ENSG00000188011	MANE Select canonical	ENSG00000188011; ENSG00000277949
RUFY1	2	ENSG00000176783	MANE Select canonical	ENSG00000176783; ENSG00000284260
RWDD2B	2	ENSG00000156253	MANE Select canonical	ENSG00000156253; ENSG00000291523
RXFP3	2	ENSG00000182631	MANE Select canonical	ENSG00000182631; ENSG00000277069
RXRB	6	ENSG00000204231	MANE Select canonical	ENSG00000204231; ENSG00000206289; ENSG00000227322; ENSG00000228333; ENSG00000231321; ENSG00000235712
RYBP	2	ENSG00000281766	MANE Select canonical	ENSG00000163602; ENSG00000281766
SAA1	2	ENSG00000173432	MANE Select canonical	ENSG00000173432; ENSG00000288411
SACK1H	2	ENSG00000180921	MANE Select canonical	ENSG00000180921; ENSG00000273889
SAG	2	ENSG00000130561	MANE Select canonical	ENSG00000130561; ENSG00000281857
SALL3	3	ENSG00000256463	MANE Select canonical	ENSG00000256463; ENSG00000263310; ENSG00000277015
SAMD1	2	ENSG00000288488	MANE Select canonical	ENSG00000141858; ENSG00000288488
SAPCD1	6	ENSG00000228727	MANE Select canonical	ENSG00000227074; ENSG00000227861; ENSG00000228727; ENSG00000229176; ENSG00000234951; ENSG00000237918
SARS2	2	ENSG00000104835	MANE Select canonical	ENSG00000104835; ENSG00000283104
SBNO2	2	ENSG00000064932	MANE Select canonical	ENSG00000064932; ENSG00000278788
SCAMP3	2	ENSG00000116521	MANE Select canonical	ENSG00000116521; ENSG00000263290
SCAND3	2	ENSG00000232040	MANE Select canonical	ENSG00000232040; ENSG00000248496
SCARF1	2	ENSG00000074660	MANE Select canonical	ENSG00000074660; ENSG00000276336
SCG5	3	ENSG00000166922	MANE Select canonical	ENSG00000166922; ENSG00000277614; ENSG00000281931
SCGB1C2	2	ENSG00000268320	MANE Select canonical	ENSG00000268320; ENSG00000277730
SCRIB	2	ENSG00000180900	MANE Select canonical	ENSG00000180900; ENSG00000274287
SCRT1	2	ENSG00000261678	MANE Select canonical	ENSG00000261678; ENSG00000284923
SCT	2	ENSG00000070031	MANE Select canonical	ENSG00000070031; ENSG00000274473
SDCCAG8	2	ENSG00000054282	MANE Select canonical	ENSG00000054282; ENSG00000276111
SEL1L2	2	ENSG00000101251	MANE Select canonical	ENSG00000101251; ENSG00000291539
SEMA7A	2	ENSG00000138623	MANE Select canonical	ENSG00000138623; ENSG00000288455
SEPTIN9	2	ENSG00000184640	MANE Select canonical	ENSG00000184640; ENSG00000282302
SERF1A	2	ENSG00000172058	MANE Select canonical	ENSG00000172058; ENSG00000275581
SERF1B	3	ENSG00000205572	MANE Select canonical	ENSG00000205572; ENSG00000277429; ENSG00000278839
SERPINA1	2	ENSG00000197249	MANE Select canonical	ENSG00000197249; ENSG00000277377
SERPINA10	2	ENSG00000140093	MANE Select canonical	ENSG00000140093; ENSG00000278767
SERPINA2	2	ENSG00000274821	MANE Select canonical	ENSG00000258597; ENSG00000274821
SERPINA6	2	ENSG00000170099	MANE Select canonical	ENSG00000170099; ENSG00000277405
SERPINF1	2	ENSG00000132386	MANE Select canonical	ENSG00000132386; ENSG00000282307
SERPINF2	2	ENSG00000167711	MANE Select canonical	ENSG00000167711; ENSG00000276838
SERTAD4	2	ENSG00000082497	MANE Select canonical	ENSG00000082497; ENSG00000281230
SESN2	2	ENSG00000130766	MANE Select canonical	ENSG00000130766; ENSG00000285069
SFTA2	6	ENSG00000196260	MANE Select canonical	ENSG00000196260; ENSG00000206465; ENSG00000224246; ENSG00000225454; ENSG00000230072; ENSG00000237814
SGPP1	2	ENSG00000126821	MANE Select canonical	ENSG00000126821; ENSG00000285281
SH3D19	2	ENSG00000109686	MANE Select canonical	ENSG00000109686; ENSG00000292165
SH3GL3	2	ENSG00000140600	MANE Select canonical	ENSG00000140600; ENSG00000291608
SHANK3	2	ENSG00000292254	MANE Select canonical	ENSG00000251322; ENSG00000292254
SHMT1	2	ENSG00000176974	MANE Select canonical	ENSG00000176974; ENSG00000284320
SHOX	2	ENSG00000185960	MANE Select canonical	ENSG00000185960; ENSG00000292354
SINHCAF	2	ENSG00000139146	MANE Select canonical	ENSG00000139146; ENSG00000276371
SIRT2	2	ENSG00000068903	MANE Select canonical	ENSG00000068903; ENSG00000283100
SKA1	2	ENSG00000154839	MANE Select canonical	ENSG00000154839; ENSG00000262634
SKIC2	6	ENSG00000204351	MANE Select canonical	ENSG00000204351; ENSG00000206353; ENSG00000223493; ENSG00000225737; ENSG00000228896; ENSG00000232616
SLC12A7	2	ENSG00000113504	MANE Select canonical	ENSG00000113504; ENSG00000276482
SLC16A1	2	ENSG00000155380	MANE Select canonical	ENSG00000155380; ENSG00000281917
SLC25A12	2	ENSG00000115840	MANE Select canonical	ENSG00000115840; ENSG00000292099
SLC25A24	2	ENSG00000085491	MANE Select canonical	ENSG00000085491; ENSG00000284468
SLC25A26	2	ENSG00000144741	MANE Select canonical	ENSG00000144741; ENSG00000282739
SLC25A6	2	ENSG00000169100	MANE Select canonical	ENSG00000169100; ENSG00000292334
SLC27A3	2	ENSG00000143554	MANE Select canonical	ENSG00000143554; ENSG00000263163
SLC2A11	2	ENSG00000133460	MANE Select canonical	ENSG00000133460; ENSG00000275744
SLC2A4	2	ENSG00000181856	MANE Select canonical	ENSG00000181856; ENSG00000288174
SLC2A6	2	ENSG00000160326	MANE Select canonical	ENSG00000160326; ENSG00000281165
SLC35A2	2	ENSG00000102100	MANE Select canonical	ENSG00000102100; ENSG00000292209
SLC35G5	2	ENSG00000177710	MANE Select canonical	ENSG00000177710; ENSG00000285084
SLC35G6	2	ENSG00000259224	MANE Select canonical	ENSG00000259224; ENSG00000284515
SLC37A4	2	ENSG00000281500	MANE Select canonical	ENSG00000137700; ENSG00000281500
SLC39A11	2	ENSG00000133195	MANE Select canonical	ENSG00000133195; ENSG00000282291
SLC39A4	2	ENSG00000147804	MANE Select canonical	ENSG00000147804; ENSG00000285243
SLC39A7	6	ENSG00000112473	MANE Select canonical	ENSG00000112473; ENSG00000206288; ENSG00000224399; ENSG00000226614; ENSG00000227402; ENSG00000229802
SLC43A2	2	ENSG00000167703	MANE Select canonical	ENSG00000167703; ENSG00000278550
SLC44A4	8	ENSG00000204385	MANE Select canonical	ENSG00000203463; ENSG00000204385; ENSG00000206378; ENSG00000228263; ENSG00000229077; ENSG00000231479; ENSG00000232180; ENSG00000235336
SLC45A2	2	ENSG00000164175	MANE Select canonical	ENSG00000164175; ENSG00000281919
SLC52A2	2	ENSG00000185803	MANE Select canonical	ENSG00000185803; ENSG00000285112
SLC5A11	2	ENSG00000158865	MANE Select canonical	ENSG00000158865; ENSG00000288216
SLC5A8	2	ENSG00000256870	MANE Select canonical	ENSG00000256870; ENSG00000262217
SLC67A1	2	ENSG00000110628	MANE Select canonical	ENSG00000110628; ENSG00000276130
SLC6A3	2	ENSG00000142319	MANE Select canonical	ENSG00000142319; ENSG00000276996
SLC9A3	2	ENSG00000066230	MANE Select canonical	ENSG00000066230; ENSG00000281861
SLC9C1	2	ENSG00000172139	MANE Select canonical	ENSG00000172139; ENSG00000285044
SMARCB1	2	ENSG00000099956	MANE Select canonical	ENSG00000099956; ENSG00000275837
SMCR8	2	ENSG00000176994	MANE Select canonical	ENSG00000176994; ENSG00000283741
SMDT1	4	ENSG00000183172	MANE Select canonical	ENSG00000183172; ENSG00000272835; ENSG00000272901; ENSG00000274112
SMIM10L1	3	ENSG00000256537	MANE Select canonical	ENSG00000256537; ENSG00000262986; ENSG00000281930
SMIM33	2	ENSG00000283288	MANE Select canonical	ENSG00000283288; ENSG00000288274
SMN1	2	ENSG00000172062	MANE Select canonical	ENSG00000172062; ENSG00000275349
SMN2	3	ENSG00000205571	MANE Select canonical	ENSG00000205571; ENSG00000273772; ENSG00000277773
SMPD4	2	ENSG00000136699	MANE Select canonical	ENSG00000136699; ENSG00000292130
SNTB2	2	ENSG00000168807	MANE Select canonical	ENSG00000168807; ENSG00000260873
SNTG2	3	ENSG00000172554	MANE Select canonical	ENSG00000172554; ENSG00000281020; ENSG00000281486
SOCS7	2	ENSG00000274211	MANE Select canonical	ENSG00000274211; ENSG00000274229
SOFU1	2	ENSG00000165131	MANE Select canonical	ENSG00000165131; ENSG00000275821
SOX7	2	ENSG00000171056	MANE Select canonical	ENSG00000171056; ENSG00000285438
SP7	2	ENSG00000170374	MANE Select canonical	ENSG00000170374; ENSG00000291837
SPACA7	2	ENSG00000153498	MANE Select canonical	ENSG00000153498; ENSG00000275865
SPAG11A	2	ENSG00000178287	MANE Select canonical	ENSG00000178287; ENSG00000288309
SPAG11B	3	ENSG00000164871	MANE Select canonical	ENSG00000164871; ENSG00000274405; ENSG00000285507
SPATA13	2	ENSG00000182957	MANE Select canonical	ENSG00000182957; ENSG00000228741
SPATA21	2	ENSG00000187144	MANE Select canonical	ENSG00000187144; ENSG00000291401
SPATC1L	2	ENSG00000160284	MANE Select canonical	ENSG00000160284; ENSG00000274679
SPC25	2	ENSG00000152253	MANE Select canonical	ENSG00000152253; ENSG00000277909
SPDYE16	2	ENSG00000185040	MANE Select canonical	ENSG00000185040; ENSG00000281950
SPEM1	2	ENSG00000181323	MANE Select canonical	ENSG00000181323; ENSG00000284598
SPEM2	2	ENSG00000184560	MANE Select canonical	ENSG00000184560; ENSG00000283714
SPEM3	2	ENSG00000283439	MANE Select canonical	ENSG00000283439; ENSG00000284090
SPMAP1	2	ENSG00000275489	MANE Select canonical	ENSG00000275489; ENSG00000276913
SPMIP5	2	ENSG00000165863	MANE Select canonical	ENSG00000165863; ENSG00000291892
SPPL2C	3	ENSG00000185294	MANE Select canonical	ENSG00000185294; ENSG00000277106; ENSG00000278194
SQSTM1	2	ENSG00000161011	MANE Select canonical	ENSG00000161011; ENSG00000284099
SRC	2	ENSG00000197122	MANE Select canonical	ENSG00000197122; ENSG00000291971
SRCIN1	2	ENSG00000277363	MANE Select canonical	ENSG00000273608; ENSG00000277363
SSBP1	2	ENSG00000106028	MANE Select canonical	ENSG00000106028; ENSG00000262771
STATH	2	ENSG00000126549	MANE Select canonical	ENSG00000126549; ENSG00000282891
STH	2	ENSG00000256762	MANE Select canonical	ENSG00000256762; ENSG00000281139
STING1	2	ENSG00000184584	MANE Select canonical	ENSG00000184584; ENSG00000288243
STKLD1	2	ENSG00000198870	MANE Select canonical	ENSG00000198870; ENSG00000281245
STRA6	2	ENSG00000137868	MANE Select canonical	ENSG00000137868; ENSG00000288257
SULT1A1	2	ENSG00000196502	MANE Select canonical	ENSG00000196502; ENSG00000289755
SURF1	2	ENSG00000148290	MANE Select canonical	ENSG00000148290; ENSG00000280627
SURF2	2	ENSG00000148291	MANE Select canonical	ENSG00000148291; ENSG00000281024
SURF4	2	ENSG00000148248	MANE Select canonical	ENSG00000148248; ENSG00000280951
SURF6	2	ENSG00000148296	MANE Select canonical	ENSG00000148296; ENSG00000281309
SYNCRIP	2	ENSG00000135316	MANE Select canonical	ENSG00000135316; ENSG00000271793
SYNGAP1	2	ENSG00000197283	MANE Select canonical	ENSG00000197283; ENSG00000227460
SYNGR3	2	ENSG00000127561	MANE Select canonical	ENSG00000127561; ENSG00000291941
SYNRG	2	ENSG00000275066	MANE Select canonical	ENSG00000274047; ENSG00000275066
SYT15B	2	ENSG00000277758	MANE Select canonical	ENSG00000277758; ENSG00000288175
SYT8	2	ENSG00000149043	MANE Select canonical	ENSG00000149043; ENSG00000288149
SZRD1	2	ENSG00000055070	MANE Select canonical	ENSG00000055070; ENSG00000291379
TADA2A	2	ENSG00000276234	MANE Select canonical	ENSG00000276234; ENSG00000277104
TAF15	2	ENSG00000270647	MANE Select canonical	ENSG00000270647; ENSG00000276833
TAF4	2	ENSG00000130699	MANE Select canonical	ENSG00000130699; ENSG00000280529
TAF9	2	ENSG00000273841	MANE Select canonical	ENSG00000273841; ENSG00000276463
TAMM41	2	ENSG00000144559	MANE Select canonical	ENSG00000144559; ENSG00000279643
TAP1	8	ENSG00000168394	MANE Select canonical	ENSG00000168394; ENSG00000206297; ENSG00000224212; ENSG00000224748; ENSG00000226173; ENSG00000227816; ENSG00000230705; ENSG00000232367
TAP2	8	ENSG00000204267	MANE Select canonical	ENSG00000204267; ENSG00000206235; ENSG00000206299; ENSG00000223481; ENSG00000225967; ENSG00000228582; ENSG00000232326; ENSG00000237599
TAPBP	5	ENSG00000231925	MANE Select canonical	ENSG00000112493; ENSG00000206208; ENSG00000206281; ENSG00000231925; ENSG00000236490
TARM1	10	ENSG00000248385	MANE Select canonical	ENSG00000248385; ENSG00000273875; ENSG00000274889; ENSG00000275123; ENSG00000275384; ENSG00000275806; ENSG00000276145; ENSG00000276355; ENSG00000276604; ENSG00000277178
TARP	2	ENSG00000289746	MANE Select canonical	ENSG00000211689; ENSG00000289746
TAS2R10	3	ENSG00000121318	MANE Select canonical	ENSG00000121318; ENSG00000272805; ENSG00000277238
TAS2R13	3	ENSG00000212128	MANE Select canonical	ENSG00000212128; ENSG00000273457; ENSG00000277254
TAS2R14	3	ENSG00000212127	MANE Select canonical	ENSG00000212127; ENSG00000261984; ENSG00000276541
TAS2R19	3	ENSG00000212124	MANE Select canonical	ENSG00000212124; ENSG00000263028; ENSG00000278307
TAS2R20	3	ENSG00000255837	MANE Select canonical	ENSG00000255837; ENSG00000273092; ENSG00000282612
TAS2R30	3	ENSG00000256188	MANE Select canonical	ENSG00000256188; ENSG00000262111; ENSG00000274699
TAS2R31	3	ENSG00000256436	MANE Select canonical	ENSG00000256436; ENSG00000263097; ENSG00000282256
TAS2R41	2	ENSG00000221855	MANE Select canonical	ENSG00000221855; ENSG00000284982
TAS2R42	2	ENSG00000186136	MANE Select canonical	ENSG00000186136; ENSG00000273505
TAS2R43	3	ENSG00000255374	MANE Select canonical	ENSG00000255374; ENSG00000262612; ENSG00000282537
TAS2R46	3	ENSG00000226761	MANE Select canonical	ENSG00000226761; ENSG00000262525; ENSG00000278111
TAS2R50	3	ENSG00000212126	MANE Select canonical	ENSG00000212126; ENSG00000273431; ENSG00000276167
TAS2R60	2	ENSG00000185899	MANE Select canonical	ENSG00000185899; ENSG00000285341
TAS2R7	3	ENSG00000121377	MANE Select canonical	ENSG00000121377; ENSG00000273326; ENSG00000274327
TAS2R8	3	ENSG00000121314	MANE Select canonical	ENSG00000121314; ENSG00000272712; ENSG00000277316
TAS2R9	3	ENSG00000121381	MANE Select canonical	ENSG00000121381; ENSG00000273086; ENSG00000273713
TATDN1	2	ENSG00000147687	MANE Select canonical	ENSG00000147687; ENSG00000291730
TBC1D3B	4	ENSG00000274808	MANE Select canonical	ENSG00000274808; ENSG00000274939; ENSG00000278632; ENSG00000282750
TBC1D3F	2	ENSG00000275954	gnomAD-recognized or lowest Ensembl ID	ENSG00000275954; ENSG00000282087
TBC1D3G	2	ENSG00000260287	MANE Select canonical	ENSG00000260287; ENSG00000275760
TBC1D3H	2	ENSG00000274226	MANE Select canonical	ENSG00000274226; ENSG00000277974
TBC1D3I	3	ENSG00000274933	MANE Select canonical	ENSG00000274933; ENSG00000275861; ENSG00000282144
TBC1D3K	2	ENSG00000273513	MANE Select canonical	ENSG00000273513; ENSG00000275153
TBC1D3L	2	ENSG00000274512	MANE Select canonical	ENSG00000274512; ENSG00000276349
TBC1D9B	2	ENSG00000197226	MANE Select canonical	ENSG00000197226; ENSG00000284400
TBCD	2	ENSG00000141556	MANE Select canonical	ENSG00000141556; ENSG00000278759
TBL3	2	ENSG00000183751	MANE Select canonical	ENSG00000183751; ENSG00000291938
TBX22	2	ENSG00000122145	MANE Select canonical	ENSG00000122145; ENSG00000277800
TC2N	2	ENSG00000165929	MANE Select canonical	ENSG00000165929; ENSG00000276776
TCAF2	2	ENSG00000170379	MANE Select canonical	ENSG00000170379; ENSG00000292264
TCEA3	2	ENSG00000204219	MANE Select canonical	ENSG00000204219; ENSG00000282941
TCEAL2	2	ENSG00000184905	MANE Select canonical	ENSG00000184905; ENSG00000291823
TCEAL6	2	ENSG00000291827	MANE Select canonical	ENSG00000204071; ENSG00000291827
TCF19	7	ENSG00000137310	MANE Select canonical	ENSG00000137310; ENSG00000206455; ENSG00000224379; ENSG00000224472; ENSG00000224941; ENSG00000233890; ENSG00000234674
TCF20	3	ENSG00000100207	MANE Select canonical	ENSG00000100207; ENSG00000262024; ENSG00000276461
TCF7L1	2	ENSG00000152284	MANE Select canonical	ENSG00000152284; ENSG00000292149
TDO2	2	ENSG00000151790	MANE Select canonical	ENSG00000151790; ENSG00000262635
TDRD15	2	ENSG00000218819	MANE Select canonical	ENSG00000218819; ENSG00000291547
TEP1	2	ENSG00000129566	MANE Select canonical	ENSG00000129566; ENSG00000291791
TFE3	2	ENSG00000068323	MANE Select canonical	ENSG00000068323; ENSG00000292217
TFPT	10	ENSG00000105619	MANE Select canonical	ENSG00000105619; ENSG00000273833; ENSG00000274073; ENSG00000275086; ENSG00000276022; ENSG00000276263; ENSG00000276296; ENSG00000276323; ENSG00000276504; ENSG00000278161
TGM1	2	ENSG00000092295	MANE Select canonical	ENSG00000092295; ENSG00000285348
